Centre for Biological Timing and Cognition (CBTC),https://www.innovation.ca/en/navigator/CentreBiologicalTimingandCognitionCBTC
Centre for Child Nutrition and Health,http://www.childnutrition.utoronto.ca/
Centre for Collaborative Drug Research,http://www.collaborativedrugresearch.ca/
Centre for Community Partnerships,https://www.ccp.utoronto.ca/
Centre for Comparative Literature,http://complit.utoronto.ca/
Centre for Criminology and Sociolegal Studies,http://criminology.utoronto.ca/
Centre for Critical Development Studies (CCDS),http://blog.utsc.utoronto.ca/idsprogram/
Centre for Diaspora and Transnational Studies,http://sites.utoronto.ca/cdts/
Centre for Diversity in Counselling and Psychotherapy,http://www.oise.utoronto.ca/cdcp/
"Centre for Drama, Theatre & Performance Studies",http://dramacentre.utoronto.ca/
Centre for Educational Research on Languages and Literacies,http://www.oise.utoronto.ca/cerll/
Centre for Ethics,http://ethics.utoronto.ca/
Centre for Ethnography,http://www.utsc.utoronto.ca/ethnography/home
"Centre for European, Russian and Eurasian Studies",http://munkschool.utoronto.ca/ceres/
Centre for Faculty Development,http://www.cfd.med.utoronto.ca/
Centre for Forensic Science and Medicine,http://www.forensics.utoronto.ca/
Centre for French and Linguistics,http://www.utsc.utoronto.ca/cfl/
Centre for Global Change Science,http://www.cgcs.utoronto.ca/
Centre for Global Engineering,http://cgen.utoronto.ca
Centre for Global Social Policy,http://www.cgsp.ca
Centre for Healthcare Engineering,http://crhe.mie.utoronto.ca
Centre for Indigenous Studies,http://indigenousstudies.utoronto.ca/
Centre for Industrial Relations and Human Resources,http://www.cirhr.utoronto.ca/
Centre for Innovation in Accounting Education,http://www.rotman.utoronto.ca/FacultyAndResearch/EducationCentres/CentreForInnovationInAccountingEducation.aspx
Centre for Innovation Law and Policy,http://innovationlaw.org/
Centre for Integrative Anti-Racism Studies,http://www.oise.utoronto.ca/ciars/
Centre for Integrative Medicine,http://www.tsh.to/
Centre for International Experience,http://www.cie.utoronto.ca/
Centre for Interprofessional Education,http://www.ipe.utoronto.ca/
Centre for Landscape Research,https://www.daniels.utoronto.ca/admissions/programs/master-landscape-architecture/centre-landscape-research
Centre for Leadership and Diversity,http://www.oise.utoronto.ca/cld/
Centre for the Legal Profession,http://clp.law.utoronto.ca/
Centre for Maintenance Optimization and Reliability Engineering,http://cmore.mie.utoronto.ca/
Centre for Media and Culture in Education,http://www.oise.utoronto.ca/cmce/
Centre for Medieval Studies,http://medieval.utoronto.ca/
Centre for Motor Control,http://www.physical.utoronto.ca/centre-for-motor-control
Centre for the Neurobiology of Stress,http://www.utsc.utoronto.ca/cns/about-us-mission
Centre for Planetary Sciences,http://cps.utoronto.ca/
Centre for Quality Improvement and Patient Safety,http://www.cquips.ca/
Centre for Quantum Information and Quantum Control,http://cqiqc.physics.utoronto.ca/index.html
Centre for Quantum Materials,http://www.cqm-uoft.ca
Centre for Resilience of Critical Infrastructure,http://www.crci.utoronto.ca/
"Centre for Science, Mathematics and Technology Education",http://www.oise.utoronto.ca/smt/index.html
Centre for South Asian Civilizations,http://www.utm.utoronto.ca/csac/centre-south-asian-civilizations
Centre for South Asian Studies,http://munkschool.utoronto.ca/csas/
Centre for Southeast Asian Studies,http://munkschool.utoronto.ca/cseas/
Centre for Sport Policy Studies,http://www.physical.utoronto.ca/Centre_for_Sport_Policy_Studies.aspx
Centre for the Study of France and the Francophone World,http://munkschool.utoronto.ca/cefmf
Centre for the Study of Korea,http://munkschool.utoronto.ca/csk/
Centre for the Study of Pain,http://sites.utoronto.ca/pain/
Centre for the Study of Students in Postsecondary Education (CSS),http://css.oise.utoronto.ca/
Centre for the Study of the United States,http://munkschool.utoronto.ca/csus/
Centre for Teaching Support and Innovation,http://www.teaching.utoronto.ca/
Centre for Urban and Community Studies,http://www.urbancentre.utoronto.ca
Centre for Urban Health Initiatives,http://www.cuhi.utoronto.ca
Centre for Urban Schooling,http://cus.oise.utoronto.ca/
Centre for Women's Studies in Education,http://www.oise.utoronto.ca/cwse/
"Chancellor, Office of the",http://www.chancellor.utoronto.ca/
"Chemical Engineering and Applied Chemistry, Department of",http://www.chem-eng.utoronto.ca/
"Chemical and Physical Sciences, Department of",https://www.utm.utoronto.ca/cps/chemical-physical-sciences
"Chemistry, Department of",http://www.chem.utoronto.ca/
"Chemistry Library, A.D. Allen",http://www.chem.utoronto.ca/facilities/chemlib/
Chestnut Conference Centre,http://chestnutconferencecentre.utoronto.ca/about-chestnut
Chestnut Residence,http://www.chestnut.utoronto.ca/
Chestnut Summer Residence,http://www.chestnut.utoronto.ca/Summer_Residence.htm
Child Care Resources,http://www.utm.utoronto.ca/faculty-staff/links/child-care-resources
Child Care Services,http://www.familycare.utoronto.ca/child_care/childcare.html
Cinema Studies Institute,http://sites.utoronto.ca/cinema/
Cities Centre,http://citiescentre.webservices.utoronto.ca/
Citizen Lab,http://citizenlab.org
CIUT FM,http://www.ciut.fm/
"Civil Engineering, Department of",http://www.civil.engineering.utoronto.ca/
Clarkson Centre for Business Ethics and Board Effectiveness,http://www.rotman.utoronto.ca/FacultyAndResearch/ResearchCentres/ClarksonCentreforBoardEffectiveness.aspx
"Classics, Department of",http://classics.utoronto.ca/
"Clinical Public Health, Division of",http://www.dlsph.utoronto.ca/discipline/clinical-public-health
Closure Due to Adverse Weather,http://www.provost.utoronto.ca/policy/snowclosure.htm
Coalition for Research in Women’s Health,http://www.crwh.org/
Community Engagement,http://www.utm.utoronto.ca/student-life/community-engagement
Community Resources Information,http://www.utsc.utoronto.ca/resources.html
Community Safety Office,http://www.communitysafety.utoronto.ca/about-us.htm
Comparative Education Service,http://learn.utoronto.ca/international-professionals/comparative-education-service-ces
"Comparative, International and Development Education Centre",http://www.oise.utoronto.ca/cidec/
Comparative Program on Health and Society,http://munkschool.utoronto.ca/cphs/
"Computer and Mathematical Sciences, Department of",http://www.utsc.utoronto.ca/~csms/
"Computer Science, Department of",http://web.cs.toronto.edu/
Computer Science Laboratory Support,http://support.cs.toronto.edu/
"Computer Science, Mathematics and Statistics, Department of",http://www.utm.utoronto.ca/computer-science-mathematics-and-statistics
Computing in the Humanities and Social Sciences,http://www.chass.utoronto.ca/
Conference & Catering Services,http://www.food-beverage.utoronto.ca/conference-catering
Conference & Events Services,http://www.utm.utoronto.ca/hospitality/conference-events-services
Conflict Resolution Centre (CRC) for Graduate Students,http://gradcrc.utoronto.ca/
Contacts,http://www.utoronto.ca/contacts.htm
Continuing Education and Professional Development,http://www.cepd.utoronto.ca/
"Continuing Studies, School of",http://learn.utoronto.ca/
Convocation Hall,http://www.osm.utoronto.ca/conhall/
"Convocation, Office of",http://www.convocation.utoronto.ca/
Culinaria Research Centre,http://www.utsc.utoronto.ca/hcs/culinaria-research-centre
"Curriculum, Teaching and Learning, Department of",http://www.oise.utoronto.ca/ctl/
D. J. Ivey Library,http://www.newcollege.utoronto.ca/academics/new-college-academic-programs/d-g-ivey-library/
Dalla Lana School of Public Health,http://www.dlsph.utoronto.ca/
David Asper Centre for Constitutional Rights,http://www.aspercentre.ca/
David Trott Crossroads Centre,http://www.utm.utoronto.ca/~w3fgi/crossroads/contact.htm
"Dentistry, Faculty of",http://www.dentistry.utoronto.ca/
Dentistry Library,http://dentistry.library.utoronto.ca/
Desautels Centre for Integrative Thinking,http://www.rotman.utoronto.ca/FacultyAndResearch/ResearchCentres/DesautelsCentre.aspx
Digital Curation Institute,http://dci.ischool.utoronto.ca
Digital Public Square,https://digitalpublicsquare.com
Discover U of T,http://discover.utoronto.ca
Discovery Commons - Faculty of Medicine,http://dc.med.utoronto.ca/
Dr. David Chu Program in Asia-Pacific Studies,http://sites.utoronto.ca/davidchu/
Dr. Eric Jackman Institute of Child Study,http://www.oise.utoronto.ca/ics/
Dr. R.G.N. Laidlaw Centre,http://www.oise.utoronto.ca/ics/Laidlaw_Research_Centre/
Dunlap Institute for Astronomy and Astrophysics,http://dunlap.utoronto.ca/
Dynamic Graphics Project (dgp),http://www.dgp.toronto.edu/
E. J. Pratt Library,http://library.vicu.utoronto.ca/
Early Learning Centre,http://elc.utoronto.ca/
"Earth Sciences, Department of",http://www.es.utoronto.ca/
Earth Sciences Library,http://earth.library.utoronto.ca/
"East Asian Studies, Department of",http://www.eas.utoronto.ca/
"Ecology & Evolutionary Biology, Department of",http://www.eeb.utoronto.ca/
"Economics, Department of",http://www.economics.utoronto.ca/
"Economics, Department of",http://www.utm.utoronto.ca/economics/
EDGE Magazine,http://www.research.utoronto.ca/edge/
Education Commons,http://www.oise.utoronto.ca/ec/Home/
"Electrical and Computer Engineering, Edward S. Rogers Sr. Department of",http://www.ece.utoronto.ca/
Emergency Maintenance Services,http://www.fs.utoronto.ca/services/billing.htm
Employee Self-Service,http://www.hrandequity.utoronto.ca/resources/ess.htm
Engineering Career Centre,http://engineeringcareers.utoronto.ca/
Engineering & Computer Science Library,http://engineering.library.utoronto.ca/
"Engineering Science, Division of",http://www.engsci.utoronto.ca/
"English, Department of",http://www.english.utoronto.ca
"English, Department of",http://www.utsc.utoronto.ca/engdept/
"English and Drama, Department of",http://www.utm.utoronto.ca/english-drama/
Enrolment Services,http://www.future.utoronto.ca/
"Environment, School of the",http://www.environment.utoronto.ca/
"Environmental Engineering and Energy Systems, Division of",http://www.energy.engineering.utoronto.ca/
Environmental Governance Lab,http://munkschool.utoronto.ca/egl/
"Environmental Health and Safety, Office of",http://www.ehs.utoronto.ca/
"Epidemiology, Division of",http://www.dlsph.utoronto.ca/discipline/epidemiology/
Equity Office,http://www.hrandequity.utoronto.ca/about-hr-equity/diversity/equityresources.htm
Erindale Studio Theatre,http://www.utm.utoronto.ca/academic/theatre/ErinStudio.htm
Events Calendar,http://www.utsc.utoronto.ca/events/
Facilities Management,http://www.utsc.utoronto.ca/~facmgmt/
Facilities Management & Planning,http://www.utm.utoronto.ca/facilities/
Facilities and Services,http://www.sustain.fs.utoronto.ca/
"Faculty and Academic Life, Office of the Vice-Provost",http://www.faculty.utoronto.ca/
Faculty Association,http://www.utfa.org/
Faculty Club,https://www.facultyclub.utoronto.ca/
Faculty Housing,http://www.facultyrelocation.utoronto.ca/
Faculty Relocation Service,http://www.facultyrelocation.utoronto.ca/
Family Care Office,http://www.familycare.utoronto.ca/
"Family and Community Medicine, Department of",http://www.dfcm.utoronto.ca/
Family and Community Medicine Library,http://www.dfcm.utoronto.ca/library.htm
Family Resource Drop-In Centre,http://elc.utoronto.ca/frc/
Fields Institute for Research in Mathematical Science,http://www.fields.utoronto.ca
Financial Aid and Awards,http://www.utm.utoronto.ca/registrar/financial-aid-awards
Financial Services,http://www.utsc.utoronto.ca/~financial/
"Financial Services, Department of",http://www.finance.utoronto.ca/
Fire Prevention Services (416.978.5298),http://www.fs.utoronto.ca/utfp.htm
First Nations House,http://www.fnh.utoronto.ca/
Food and Beverage Services,http://www.utsc.utoronto.ca/~facilities/foodbevservices/
Food & Beverage Services,http://www.food-beverage.utoronto.ca/
"Forestry, Faculty of",http://www.forestry.utoronto.ca/
Fraser Mustard Institute for Human Development,http://fmihd.utoronto.ca/
Freedom of Information & Protection of Privacy Office,http://www.fippa.utoronto.ca/
"French, Department of",http://french.utoronto.ca/
G8/G20 Research Group,http://www.g8.utoronto.ca/
Gallery Grill,http://harthouse.ca/gallery-grill/
"Geography & Planning, Department of",http://geography.utoronto.ca/
"Geography & Programs in Environment, Department of",http://www.utm.utoronto.ca/geography/
"Germanic Languages and Literatures, Department of",http://german.utoronto.ca/
Gerstein Science Information Centre,http://gerstein.library.utoronto.ca/
Global Cities Institute,http://www.globalcitiesinstitute.org
"Global Health, Division of",http://www.dlsph.utoronto.ca/discipline/global-health
Global Ideas Institute,http://munkschool.utoronto.ca/gii/
"Global Institute for Psychosocial, Palliative and End-of-Life Care (GIPPEC)",http://www.gippec.org/
Global Summitry Project,http://globalsummitryproject.com
"Governing Council, Office of the",http://www.governingcouncil.utoronto.ca/home.htm
"Government, Institutional and Community Relations",http://gicr.utoronto.ca/
Graduate House,http://gradhouse.utoronto.ca/
"Graduate Research & Education, Office of the Vice-Provost",http://www.sgs.utoronto.ca/Pages/default.aspx
Graduate Students' Union,http://www.utgsu.ca/
"Graduate Studies, School of",http://www.sgs.utoronto.ca
Hart House,http://harthouse.ca/
Hart House Literary and Library Committee,http://harthouse.ca/literary-and-library-committee/
Hart House Theatre,http://harthouse.ca/hart-house-theatre/
Health Services,http://www.utm.utoronto.ca/health/
Health and Well-being Programs and Services,http://www.hrandequity.utoronto.ca/about-hr-equity/health.htm
Health & Wellness Centre,http://www.studentlife.utoronto.ca/hwc
Health & Wellness Centre,http://www.utsc.utoronto.ca/~wellness/
Heart and Stroke / Richard Lewar Centres of Excellence in Cardiovascular Research,http://www.hsrlce.com/
"Historical and Cultural Studies, Department of",http://www.utsc.utoronto.ca/hcs/
"Historical Studies, Department of",http://www.utm.utoronto.ca/historical-studies/
"History & Cultural Studies, Department of",http://www.utsc.utoronto.ca/hcs/
"History, Department of",http://history.utoronto.ca/
"History of Art, Department of the",http://www.art.utoronto.ca/
History of Medicine,http://history.med.utoronto.ca/
Housing and Residence Life,http://www.utm.utoronto.ca/housing/
"Housing Services, Student",https://www.housing.utoronto.ca/
Human Biology Program Office,http://hmb.utoronto.ca/
"Human Geography, Department of",http://www.utsc.utoronto.ca/geography/
Human Resource Services,http://www.utsc.utoronto.ca/~hrhome/
"Human Resources & Equity, Division of",http://www.hrandequity.utoronto.ca
Human Resources Services,https://www.utm.utoronto.ca/human-resources/home
"Humanities, Social Sciences and Social Justice Education, Department of",http://www.oise.utoronto.ca/sje/index.html
"Identity, Privacy and Security Institute",http://www.ipsi.utoronto.ca/
"Immunology, Department of",http://www.immunology.utoronto.ca/
Industrial Relations and Human Resources Library,http://cirhr.library.utoronto.ca/
"Information Commons, Scotiabank",http://sites.utoronto.ca/ic/
"Information, Faculty of",http://www.ischool.utoronto.ca/
Information & Instructional Technology Services,http://www.utsc.utoronto.ca/iits/
Information Security Group,http://www.utoronto.ca/security/
Information Technology Services,http://www.its.utoronto.ca/
Inforum & Information Studies,http://current.ischool.utoronto.ca/services/inforum-is
Innis College,http://innis.utoronto.ca
Innis College Library,http://sites.utoronto.ca/innis/library/
Innis Residence,http://innisresidence.utoronto.ca/
Innovation Policy Lab,http://munkschool.utoronto.ca/ipl/
"Innovations in Undergraduate Education, Office of the Vice-Provost",http://www.provost.utoronto.ca/public/PDADC/2014_to_2015/44.htm
Institute for Aerospace Studies,http://www.utias.utoronto.ca/
Institute for Global Health Equity and Innovation,http://www.dlsph.utoronto.ca/institutes/institute-for-global-health-equity-and-innovation/
Institute for the History and Philosophy of Science and Technology,http://hps.utoronto.ca/
Institute for Knowledge Innovation and Technology,http://www.ikit.org/
Institute for Leadership Education in Engineering,http://ilead.engineering.utoronto.ca/
Institute for Life Course & Aging,http://aging.utoronto.ca/
Institute for Multi-Disciplinary Design & Innovation,http://imdi.mie.utoronto.ca/
Institute for Optical Sciences,http://www.optics.utoronto.ca/
Institute for Robotics and Mechatronics,http://irm.utoronto.ca/
Institute for Sustainable Energy,http://energy.utoronto.ca/
Institute of Biomaterials and Biomedical Engineering,http://www.ibbme.utoronto.ca/
Institute of Canadian Music,http://sites.utoronto.ca/icm/
"Institute of Communication, Culture, Information and Technology",http://www.utm.utoronto.ca/iccit/
"Institute of Health Policy, Management and Evaluation",http://www.ihpme.utoronto.ca/
Institute of Islamic Studies,http://iis.utoronto.ca/
Institute of Management and Innovation,http://www.utm.utoronto.ca/imi/
Institute of Medical Science,https://ims.utoronto.ca/
Institute on Municipal Finance and Governance,http://munkschool.utoronto.ca/imfg/
Integrative Behaviour and Neurobiology Group,http://www.utsc.utoronto.ca/biosci/integrative-behaviour-and-neuroscience-ibn
Intelligent Transportation Systems Centre and Testbed,http://civil.engineering.webservices.utoronto.ca/research/transport/its.htm
Interdepartmental Division of Critical Care Medicine,http://www.criticalcare.utoronto.ca/
"Internal Audit, Department of",http://www.internalaudit.utoronto.ca/
International Centre for Pension Management,http://www.rijpm.com/
International Student Resource Centre,http://www.utm.utoronto.ca/international/
Internationally Trained Lawyers Program,http://www.itlp.utoronto.ca/
Isabel Bader Theatre,http://www.vicu.utoronto.ca/hospitality/eventandspace/isabelbader.htm
iSchool Institute,http://www.ischool.utoronto.ca/ischool-institute
"Italian Studies, Department of",http://italianstudies.utoronto.ca/
Jackman Humanities Institute,http://www.humanities.utoronto.ca/
John M. Kelly Library and Archives,http://stmikes.utoronto.ca/kelly/
John W. Graham Library & Trinity College Archives,http://web.trinity.utoronto.ca/library_archives/
Joint Centre for Bioethics,http://jcb.utoronto.ca/
Justina M. Barnicke Gallery,http://www.jmbgallery.ca/index.html
"Kinesiology & Physical Education, Faculty of",http://www.kpe.utoronto.ca/
Knowledge Media Design Institute,http://www.kmdi.utoronto.ca/
"Koffler Scientific Reserve at Jokers Hill, King City",http://ksr.utoronto.ca/
"Laboratory Medicine and Pathobiology, Department of",http://www.lmp.utoronto.ca/
"Language Studies, Department of",http://www.utm.utoronto.ca/language-studies/programs/french
Lassonde Institute of Mining,http://www.lassondeinstitute.utoronto.ca/
"Law, Faculty of",http://www.law.utoronto.ca/
"Leadership, Higher and Adult Education, Department of",http://www.oise.utoronto.ca/lhae/Home/index.html
Learning Portal,https://portal.utoronto.ca/webapps/portal/frameset.jsp
Library Directory,http://onesearch.library.utoronto.ca/libraries
Library Services for People with Disabilities,http://onesearch.library.utoronto.ca/services-for-people-with-disabilities?source=services
Licensed Software Office,http://sites.utoronto.ca/ic/software/
"Linguistics, Department of",http://linguistics.utoronto.ca/
Listserv Service (UTORlist),http://help.ic.utoronto.ca/solution_id_1701.html
Lost and Found,http://www.utsc.utoronto.ca/~parking/lostandfound.html
Mail Services,http://www.utsc.utoronto.ca/~facmgmt/campus_mail.html#mail_services
"Management, Department of",http://www.utsc.utoronto.ca/mgmt/
"Management, Department of",https://www.utm.utoronto.ca/management/welcome-department-management
Map & Data Library,http://mdl.library.utoronto.ca/
Mark S. Bonham Centre for Sexual Diversity Studies,http://www.uc.utoronto.ca/sexualdiversity
Martin Prosperity Institute,http://martinprosperity.org/
Massey College,http://www.masseycollege.ca/
"Materials Science and Engineering, Department of",http://mse.utoronto.ca/
"Mathematical and Computational Sciences, Department of",http://www.utm.utoronto.ca/math-cs-stats/
Mathematical Sciences Library,http://math.library.utoronto.ca/
"Mathematics, Department of",http://www.math.utoronto.ca/
McLaughlin Centre,http://www.mclaughlin.utoronto.ca/
McLuhan Centre for Culture and Technology,http://www.chi.utoronto.ca/
Meal Plans Downtown,http://ueat.utoronto.ca/meal-plans/
"Mechanical and Industrial Engineering, Department of",http://www.mie.utoronto.ca/
Media Commons,http://mediacommons.library.utoronto.ca/
"Medical Biophysics, Department of",http://medbio.utoronto.ca/
"Medical Imaging, Department of",http://medical-imaging.utoronto.ca/Page16.aspx
"Medicine, Department of",http://www.deptmedicine.utoronto.ca/Page11.aspx
"Medicine, Faculty of",http://medicine.utoronto.ca/
Michael Lee-Chin Family Institute for Corporate Citizenship,http://www.rotman.utoronto.ca/FacultyAndResearch/ResearchCentres/LeeChinInstitute.aspx
"Molecular Genetics, Department of",http://www.moleculargenetics.utoronto.ca/
Mowat Centre,https://mowatcentre.ca/
Multi-Faith Centre for Spiritual Study and Practice,http://www.multifaith.utoronto.ca/
Munk School of Global Affairs,http://munkschool.utoronto.ca/
"Music, Faculty of",http://www.music.utoronto.ca/site5.aspx
Music and Health Research Collaboratory (MaHRC),https://music.utoronto.ca/research.php#MaHRC
Music Library,https://www.music.utoronto.ca/library.php
"Near and Middle Eastern Civilizations, Department of",http://nmc.utoronto.ca/
New College,http://www.newcollege.utoronto.ca/
N'sheemaehn Child Care Centre,http://childcare.utsc.utoronto.ca/
"Nursing, Lawrence S. Bloomberg Faculty of",http://bloomberg.nursing.utoronto.ca/
"Nutritional Sciences, Department of",http://nutrisci.med.utoronto.ca/
"Obstetrics and Gynaecology, Department of",http://www.obgyn.utoronto.ca/Page4.aspx
"Occupational and Environmental Health, Division of",http://www.dlsph.utoronto.ca/discipline/occupational-and-environmental-health
"Occupational Science and Occupational Therapy, Department of",http://www.ot.utoronto.ca/
Office of the Ombudsperson,http://sites.utoronto.ca/ombudsperson/
Office of Space Management,http://www.ace.utoronto.ca/
Office of the Vice-President and Provost,http://www.provost.utoronto.ca/
"Office of the Vice-Provost, Academic Programs",http://vpacademic.utoronto.ca/
"Office of the Vice-Provost, Students & First-Entry Divisions",http://www.viceprovoststudents.utoronto.ca/home.htm
Ontario Institute for Studies in Education,http://www.oise.utoronto.ca/
Ontario Institute for Studies in Education Library,http://oise.library.utoronto.ca/
"Ophthalmology and Vision Sciences, Department of",http://www.utovs.com/
Organizational Development & Learning Centre,http://www.odlc.utoronto.ca/
"Otolaryngology - Head & Neck Surgery, Department of",http://www.otolaryngology.utoronto.ca/
"Paediatrics, Department of",http://www.paeds.utoronto.ca/
Parents & Families of Students,http://family.utoronto.ca/
Parking Services,http://www.transportation.utoronto.ca/
Petro Jacyk Central & East European Resource Centre,http://pjrc.library.utoronto.ca/
"Pharmacology and Toxicology, Department of",http://www.pharmtox.utoronto.ca/
"Pharmacy, Leslie Dan Faculty of",http://www.pharmacy.utoronto.ca/
"Philosophy, Department of",http://philosophy.utoronto.ca/utm/
"Philosophy, Department of",http://philosophy.utoronto.ca
"Philosophy, Department of",http://utsc.philosophy.utoronto.ca/
Phone Directory,http://directory.utoronto.ca/phonebook/pages/admin/main.xhtml?cid=176410
"Physiatry, Division of",http://www.physiatry.utoronto.ca/home.htm
"Physical Education, Athletics & Recreation, Department of",http://www.utm.utoronto.ca/athletics/
"Physical and Environmental Sciences, Department of",http://www.utsc.utoronto.ca/~physsci/
"Physical & Environmental Sciences, Department of",http://www.utsc.utoronto.ca/~physsci/physAstro/
"Physical Therapy, Department of",http://www.physicaltherapy.utoronto.ca/
"Physics, Department of",http://www.physics.utoronto.ca/
Physics Library,http://www.physics.utoronto.ca/physics-at-uoft/library
"Physiology, Department of",http://www.physiology.utoronto.ca/
"Planning and Budget, Office of",http://www.planningandbudget.utoronto.ca/Page2030.aspx
Plant Cellular and Molecular Processes Group,http://www.utsc.utoronto.ca/biosci/plant-cellular-and-molecular-processes-pcmp
"Political Science, Department of",http://www.utm.utoronto.ca/political-science/department-political-science
"Political Science, Department of",http://politics.utoronto.ca
